t,plant,axis,metamer,organ,element,Ag,Nstruct,Tr,Ts,green_area,is_growing,mstruct,senesced_mstruct,amino_acids,cytokinins,fructan,nitrates,proteins,starch,sucrose,triosesP,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Transpiration,sum_respi,nb_replications,Amino_Acids_import,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,Nitrates_import,Regul_S_Fructan,S_Fructan,S_Starch,S_Sucrose,S_Amino_Acids,S_Proteins,cytokinins_import,Total_Organic_Nitrogen
24,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,3.536933600025456,0.5746316714472116,2.8853327459058984,0.0,2.915086342806195,0.0,30.56450728114877,0.0,0.0,0.0,0.0,0.07542390627155302,0.0,0.07542390627155302,1,0.0,2.8853327459058984,1.4541005255975918,0.0,2.216436447010673,-0.04664689722507839,-0.4769603242589951,0.0,0.015,16.41218594715298,0,0,0,8.142513142401274,0.0,36.452019942831654
24,1,MS,4,blade,LeafElement1,0.0,2.25e-05,0.165061973,11.41239245,2.54e-05,True,0.000699717,0,0.1827365940932288,0.0005219261152511082,0.02153110052045728,0.008045835505884936,0.05126502158545276,8.565089140913571e-05,1.597516261722803,-1.364193392709038e-07,0.0,0.0,6.998855065813706e-08,0.0083251490496911,4.1925741142e-06,0.008325219038241759,1,0.013159870828904184,0.02153110052045728,0.8684513399061873,0.17626738185460042,0.040279156035311195,0.011421140656213887,0.01667068035080303,0.0023432587932772277,5.1571568748145e-05,0.058199610987226584,0,0,0,8.276811647518315,2.8006154916213286e-05,1.8411444728215387
28,1,MS,1,blade,LeafElement1,0.0,0.00054,0.111285922,10.24526352,0.000294284,False,0.018,0,4.684090351930813,0.6075246792892747,0.9668439840736712,0.17588529152683477,4.8026103004435825,1.0526276549758581e-05,41.31298583176935,-5.2890599653250136e-06,0.0,0.0,8.224187931347503e-05,0.20929528861420962,3.2749666269848e-05,0.2093775304935231,1,0.1286026732842433,0.9668439840736712,2.1315772915108626,0.0008421021239806866,1.8225740378678243,0.0986802596046513,0.7614988825321763,0.023742404341104258,9.237212583233541e-06,0.010462183831797627,0,0,0,8.262360320238583,0.00025274442890615696,48.058129223802965
28,1,MS,1,sheath,StemElement,0.0,0.0003,0.107704624,10.14254855,0.000174251,False,0.01,0,2.561947141600626,0.3357345403022712,0.6765099285010956,0.10066778312911638,2.5688969900264667,2.533194946745051e-06,22.310258477071795,-1.2176793525269355e-06,0.0,0.0,1.566760797432998e-05,0.11316114993473218,1.8767638436624e-05,0.11317681754270652,1,0.07369749829799302,0.6765099285010956,2.0624996300760317,0.0003647800723312873,1.8129665176322642,0.04839171364719428,0.26112679957216633,0.013605905373766266,3.920197292053533e-05,0.043542675707683706,0,0,0,8.199126251801674,0.00014483860749900057,26.55941556019852
28,1,MS,2,blade,LeafElement1,0.0,0.0006,0.111797433,10.25993451,0.00028853,False,0.02,0,5.18222000180079,0.6739027113576889,0.9702697750171635,0.17331468560719088,5.407607324567796,1.1221888367247515e-05,46.080066173277075,-5.710361812240707e-06,0.0,0.0,0.00010488772972141319,0.23342669940870392,3.225691334349e-05,0.23353158713842534,1,0.1266677117772732,0.9702697750171635,2.16115988019305,0.0008079759624418211,1.81953732066576,0.09773489018809392,0.87406441434511,0.023385175075881937,8.379454610046667e-06,0.009515692311420972,0,0,0,8.24495679864758,0.00024894162505655396,53.44697018351144
28,1,MS,2,sheath,StemElement,0.0,0.00036,0.0,0.0,1.26e-06,False,0.012,0,2.858147979383795,0.39686582395381165,2.547671517410721,0.0,2.8002069631039155,0.0,25.897218971356672,0.0,0.0,0.0,0.0,0.06501015565392429,0.0,0.06501015565392429,1,0.0,2.547671517410721,1.8984322661312374,0.0,1.7858962077921525,-0.031014399459693618,-0.01174022455420258,0.0,0.015,16.28050175779949,0,0,0,7.903862693288926,0.0,31.372640656773427
28,1,MS,3,blade,LeafElement1,0.0,0.00066,0.112283295,10.27386993,0.000229007,False,0.022,0,5.608523576766747,0.7377971962590376,0.9352199708644937,0.13824506807304485,5.925333560924343,1.0481285937837737e-05,50.75591745911086,-5.52685341591955e-06,0.0,0.0,0.00012576451376484623,0.25653916753501943,2.5713660538065003e-05,0.25666493204878427,1,0.10097341016764079,0.9352199708644937,2.1596331914772935,0.0006860478068402883,1.8109567544540017,0.07236092318579476,0.9527614679155018,0.018641537307716484,8.611223419051686e-06,0.009787844747213588,0,0,0,8.179132115598973,0.00019844429540839367,58.67671428054824
28,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,3.3285624324503105,0.46301012794611246,3.620777644160655,0.0,3.2701882149307746,0.0,30.191801395474165,0.0,0.0,0.0,0.0,0.07580550429680531,0.0,0.07580550429680531,1,0.0,3.620777644160655,1.9002669341594223,0.0,1.7858962077921479,-0.03654528050566079,-0.01998971543394883,0.0,0.015,16.272362135902778,0,0,0,7.896641780625236,0.0,36.59875064738108
28,1,MS,4,blade,LeafElement1,0.0,3.08e-05,0.11300105,10.29445666,3.47e-05,True,0.000956464,0,0.23421331970025308,0.00047659177237846496,0.023209611338072922,0.018121006538075485,0.07926060082420244,2.883967654274899e-07,2.0669579634638633,-1.364193392709038e-07,0.0,0.0,6.984977397630328e-08,0.010341593515200205,3.921136435000001e-06,0.010341663364974182,1,0.015397672260175611,0.023209611338072922,0.9808116281965599,0.00043419443096194473,0.026907396105276423,0.011586793844624048,0.012171528668146995,0.002842691768194258,0.0003320828568783724,0.3607744806354482,0,0,0,8.016101308803144,3.0261236275242166e-05,2.5134739205244556
32,1,MS,1,blade,LeafElement1,2.669526914,0.00054,0.130755827,9.525090296,0.000294284,False,0.018,0,4.6244744558975635,0.4900817702623327,0.8998502648702138,0.00022385977677765576,5.22891200765629,0.11744295971726569,44.33663069061371,0.00011784482844689736,2.828156610094474,0.033579567530946104,0.00022888678604999875,0.20452030652262018,3.8479347792868e-05,0.2383287608396163,1,0.16737359742560587,0.8998502648702138,2.5995904895906143,9.395436777381256,1.4702453107869982,0.1333388500703474,2.119322093055544,0.033928777847413584,4.2875872044737824e-07,0.0005094290440817303,9.42450119595558,141.43919628063665,1.8843752823202082,8.210498757779806,0.00031094822858129757,48.42481503498242
32,1,MS,1,sheath,StemElement,0.929538461,0.0003,0.088879737,9.368227723,0.000174251,False,0.01,0,2.4808778655848993,0.2707454177609774,0.6510002158970072,0.00024994187517976557,2.804186110091043,0.023067272070491175,22.245735205455862,2.3199746228504027e-05,0.5831028229237596,0.013506929668701682,2.440164210118541e-05,0.1071626617136259,1.5487383051987e-05,0.12069399302442876,1,0.06736546133975467,0.6510002158970072,2.5198783899133197,3.321687178150729,1.462025255909278,0.05042024175349385,0.4066940350197568,0.013655844216415193,1.0396669409552946e-05,0.011524743911388743,3.3403759775296473,50.44032469059889,1.364336330171887,8.068903214866497,0.0001251521816663419,26.71363540424737
32,1,MS,2,blade,LeafElement1,2.916659878,0.0006,0.13340731,9.512480826,0.00028853,False,0.02,0,5.097049707164317,0.5435648917635073,0.8958538650128932,0.00023139491367366472,5.8763453210482135,0.12611741416792357,49.263644339398766,0.00012654413924070867,3.029557948557624,0.0335903176467709,0.0002728566707717061,0.22725615344998945,3.84920111543e-05,0.26111932776753205,1,0.16742867924169547,0.8958538650128932,2.6300771838895547,9.080453820090497,1.4676252077614698,0.1279487005718177,2.2738055897642173,0.0339399436389738,4.7622804850009485e-07,0.0005658352073239807,9.108296521472878,136.73729558292132,1.6964806892308535,8.177854685361524,0.00031105056009238144,53.83053788535538
32,1,MS,2,sheath,StemElement,0.0,0.00036,0.0,0.0,1.26e-06,False,0.012,0,2.726591148210794,0.31976765113633887,3.149258820040736,0.0,3.0730868457194944,0.0,25.110390618353467,0.0,0.0,0.0,0.0,0.06438273147960698,0.0,0.06438273147960698,1,0.0,3.149258820040736,2.3267342772830673,0.0,1.4389544301135249,-0.03877094515347431,-0.09032935467999487,0.0,0.015,15.931792622964224,0,0,0,7.713275744299554,0.0,31.513963708216004
32,1,MS,3,blade,LeafElement1,3.309253833,0.00066,0.131118246,9.484204728,0.000229007,False,0.022,0,5.451956393222361,0.5949192747253477,0.8566811101417894,0.00021836981374717687,6.432045310724796,0.11398301395842042,53.20421872943673,0.00011436434322082344,2.7282322531217917,0.02620164266494892,0.00027358357599646725,0.2471541915022777,3.0026996161722e-05,0.2736294177432231,1,0.13060840829541737,0.8566811101417894,2.623688180909485,7.4607063681875205,1.4602564015985808,0.08329204866390486,2.0726028484580854,0.026476001819995324,8.369399509327827e-07,0.0009822261435039794,7.4837209407488166,112.53283735160919,1.2030138964623014,8.064467242113956,0.00024264551770379603,59.0268588468043
32,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,3.1753130747901523,0.37306225965906104,4.284382047088019,0.0,3.588058356875151,0.0,29.31181721440846,0.0,0.0,0.0,0.0,0.07512633347282799,0.0,0.07512633347282799,1,0.0,4.284382047088019,2.3284709635785386,0.0,1.4389544301135213,-0.04497942293997003,-0.09493675501745623,0.0,0.015,15.938064310723474,0,0,0,7.706016367362299,0.0,36.763371431665306
32,1,MS,4,blade,LeafElement1,1.419622244,4.02e-05,0.121433365,9.305826975,4.52e-05,True,0.001247152,0,0.2943294297182226,0.00046666029551434854,0.029252926462666057,2.813748205391354e-05,0.11424479038784795,0.00931279783537344,2.639882146650365,9.339891807564526e-06,0.23100093154367998,0.004789996733461333,1.49610058124691e-06,0.012521512707217571,5.4887880980000005e-06,0.01731300554126015,1,0.023874578498946974,0.029252926462666057,1.0826869557513998,10.752842382434341,0.020205761573388666,0.022804505446089446,0.19993561079522382,0.0048396836929519476,1.6985625507947515e-07,0.0001818732387291569,10.780089323109959,161.56260698261403,3.8795435831797813,7.866688083284225,4.4354414355420685e-05,3.2800027915346424
36,1,MS,1,blade,LeafElement1,25.79353333,0.00054,2.874163718,23.91669607,0.000294284,False,0.018,0,8.099604235297205,0.4075245585664195,0.8373396008353856,0.0006261944690678976,5.752682960444713,1.1624755196174592,80.43794356051365,0.0011694616258602843,27.326246984948593,0.7212653840460123,0.0021966712533887955,0.6825985975237328,0.0008458203955879121,1.4060606528231339,1,1.1206958598206849,0.8373396008353856,3.0613147653470385,92.99804156939675,1.2225736756992587,1.7498261218500784,20.339548642488847,0.7285488592953012,4.850565003025081e-10,8.2411819626365e-07,93.25399404799683,1290.493653701051,40.475049609765,10.414103979887399,0.0067419488512031785,52.42371576717049
36,1,MS,1,sheath,StemElement,12.12485647,0.0003,1.822088655,21.2390427,0.000174251,False,0.01,0,3.8597480783825024,0.2228970335551406,0.6254836388602188,0.0004429123670144961,3.07528544896611,0.2989476566986325,34.07520900948405,0.0003002703831413731,7.605966113114291,0.27074653445279606,0.0002663115538256876,0.28834011160844275,0.00031750077022240497,0.5593529576150644,1,0.4206824528401252,0.6254836388602188,2.9666124496213575,43.04846256460308,1.2036439811977593,0.6015431367077757,4.438525897094793,0.27347983706414475,8.003542494183676e-09,1.167764661506098e-05,43.17411563114596,626.6266794124239,27.348134793211724,9.831823226196011,0.0025307665365165368,28.36360495592004
36,1,MS,2,blade,LeafElement1,28.71301387,0.0006,3.054032078,23.6664756,0.00028853,False,0.02,0,8.903482892927094,0.45114656029582184,0.8269787409835335,0.0006592670249689527,6.450821533952463,1.2728658173743415,89.82400283439989,0.0012804420072148332,29.824437210879964,0.7514178615164405,0.0026635470618436084,0.7467652195023506,0.00088117987546534,1.5008466280806347,1,1.1675464949091214,0.8269787409835335,3.0918882773101317,91.64633885095259,1.218095712798719,1.8003885393307146,22.196225515363405,0.7590058083879856,5.11978056765544e-10,8.721579138958577e-07,91.89765048934073,1273.3288731591717,37.95039704628488,10.374121648237802,0.007023795690061995,58.21144728402241
36,1,MS,2,sheath,StemElement,0.0,0.00036,0.0,0.0,1.26e-06,False,0.012,0,3.047047736342462,0.25764806524328265,3.760376558735842,0.0,3.328258527451415,0.0,27.460236479970394,0.0,0.0,0.0,0.0,0.06722609701172001,0.0,0.06722609701172001,1,0.0,3.760376558735842,2.720259659893041,0.0,1.1594162935947718,-0.21421506444842536,-1.6842292659809872,0.0,0.015,16.954593648486135,0,0,0,8.16302028377974,0.0,32.089591978079596
36,1,MS,3,blade,LeafElement1,35.07166677,0.00066,3.229657328,22.94233381,0.000229007,False,0.022,0,9.096966147025922,0.49040762108012054,0.784517623162076,0.0006074618509200707,7.0360507028977,1.2377592817488783,95.80511542490025,0.0012446335870548537,28.91396589119061,0.6306991602585564,0.0028056202836340962,0.7722076046978104,0.000739614135713296,1.4057123852400009,1,0.9799745951770366,0.784517623162076,3.079117804067355,81.0169711690175,1.2037277971966596,1.4117779661809569,21.254699118440126,0.6370679138306449,7.760717894622959e-10,1.3005795797163853e-06,81.23712919923298,1136.894400660676,28.957720856683032,10.095991872382756,0.005895389492399172,63.27587399278077
36,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,3.5348031619094877,0.3005894094504958,4.93248050895289,0.0,3.8848952652862714,0.0,31.951127272529625,0.0,0.0,0.0,0.0,0.07833545406553909,0.0,0.07833545406553909,1,0.0,4.93248050895289,2.7215499563553016,0.0,1.1594162935947694,-0.24618202010060616,-1.900204901654296,0.0,0.015,16.923411431287743,0,0,0,8.140072992090703,0.0,37.41969842719576
36,1,MS,4,blade,LeafElement1,11.19156513,5.09e-05,2.425666372,20.08795931,5.73e-05,True,0.001581606,0,0.466269618616052,0.0024544725398266136,0.030140922330368837,0.00011668703929338817,0.16052426863777267,0.08818294645971007,4.175295567703579,8.87024076592507e-05,2.3085960550164,0.11852308341299048,1.4166501522443769e-05,0.03678723679504272,0.00013899068311559997,0.15532448670955565,1,0.1841599989002769,0.030140922330368837,1.1968594073793626,80.28765881134905,0.08380185529811922,0.27570741466959586,1.4928392956741197,0.11971986507390885,8.322512836064189e-10,1.0352797559144487e-06,80.53477642400546,1127.8095641947998,75.69539207346708,8.76618428816784,0.0011078806815811384,4.26250817296811
40,1,MS,1,blade,LeafElement1,28.44789051,0.00054,4.519056657,29.29776001,0.000294284,False,0.018,0,8.95486429905427,0.3491874907863209,0.7791761631377492,0.0008423379400049859,6.285245647776455,1.2550117101087879,90.921126718378,0.0012622912519645343,30.138332439041424,1.0231968545679415,0.0024213197908162895,1.1077756315035632,0.0013298860692485882,2.1333938058623207,1,1.1758702396261327,0.7791761631377492,3.482803818531014,100.40093680870305,1.0475624723589627,1.9548056340367175,22.419627692743425,1.0335177037470018,3.621855148837455e-10,6.552531287517092e-07,100.63045309985947,1383.0917059894077,57.41845424062522,10.78188515471508,0.011076885192057241,53.8115385182593
40,1,MS,1,sheath,StemElement,14.83318649,0.0003,3.057566625,25.23644457,0.000174251,False,0.01,0,4.390121597962441,0.18794419317875677,0.6009597577645985,0.0005787088371021577,3.3546719263303766,0.356470883929347,40.934412166723924,0.0003583131603270469,9.304911284648362,0.4099207872954749,0.0003436511571195176,0.4274518137491126,0.0005327840419728751,0.837716252201707,1,0.47108163141944964,0.6009597577645985,3.37946409061158,51.33180728582597,1.0148986431652867,0.7367694875538492,5.727519285325292,0.4140518142008777,3.7247658161772763e-09,6.036174247343826e-06,51.5048208115095,741.517288719866,41.406140130856045,10.32201955739406,0.00443766409887146,29.173364952864244
40,1,MS,2,blade,LeafElement1,31.81484665,0.0006,4.808868528,29.16507957,0.00028853,False,0.02,0,9.863249978018631,0.385239043452176,0.7634045693710672,0.0008831141084121556,7.037155894483974,1.3838414565804344,101.81890729151839,0.001391747368937632,33.0463357341282,1.067526147391914,0.0029732942262462735,1.2211869390677836,0.0013875028363838399,2.291686380685944,1,1.226814334270339,0.7634045693710672,3.514299204755012,99.63658487379129,1.0401454173208753,2.022156289589476,24.777451885385613,1.0782944333059459,3.680601623023648e-10,6.684791953636064e-07,99.85836651634567,1373.4586822250485,53.9154619894906,10.750317049111635,0.01155678668847286,59.757548729645464
40,1,MS,2,sheath,StemElement,0.0,0.00036,0.0,0.0,1.26e-06,False,0.012,0,3.6622518106018616,0.20760894316801826,4.444226997647568,0.0,3.5988263527890307,0.0,34.709366844135246,0.0,0.0,0.0,0.0,0.07506857149474418,0.0,0.07506857149474418,1,0.0,4.444226997647568,3.094336325416732,0.0,0.9342402442560822,-0.21331510444015822,-2.2342151702536475,0.0,0.015,19.790078553348145,0,0,0,8.905169155770842,0.0,32.97536387767661
40,1,MS,3,blade,LeafElement1,39.2898219,0.00066,5.132207724,28.14135449,0.000229007,False,0.022,0,10.193535311748514,0.41355460491654455,0.7184384774180471,0.0008094795051883469,7.659788892601091,1.3669275244613592,109.87566501372757,0.0013739986904115452,32.391519277871886,0.9042692744729367,0.0032390572840421353,1.230622476001706,0.001175311494250068,2.1381308077586847,1,1.0391971465345453,0.7184384774180471,3.5002773809158354,89.47161978292534,1.0150885757042458,1.633983922011011,24.538312757894968,0.9133904511167037,5.043507797246916e-10,9.07318044260777e-07,89.65449347098604,1244.8460281969446,41.518332161291866,10.522502977815467,0.009789402857696767,64.99618134720674
40,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,4.247474811949909,0.242210433696021,5.660495579371134,0.0,4.199130077464347,0.0,40.284594179188396,0.0,0.0,0.0,0.0,0.08737107257519412,0.0,0.08737107257519412,1,0.0,5.660495579371134,3.0946868065871205,0.0,0.934240244256081,-0.24912313019033805,-2.5780048930542154,0.0,0.015,19.725040490620792,0,0,0,8.88148637120518,0.0,38.44660488941426
40,1,MS,4,blade,LeafElement1,13.15606185,6.26e-05,3.975562381,24.16463396,7.04e-05,True,0.001944031,0,0.6647130088913642,0.006357388120736465,0.03195034048686858,0.00019570431547566707,0.22219300969710362,0.1212576754707321,6.361690816419281,0.0001223213970371197,3.334272315264,0.21533555135218072,2.378697283562768e-05,0.06649708630562007,0.0002798795916224,0.2818564246306364,1,0.2474663733062824,0.03195034048686858,1.3415327064654385,89.819068048737,0.17659129845139773,0.4306981627586827,2.039317002971976,0.21750773960860373,6.062532519711031e-10,8.63362629032559e-07,90.32283485513385,1253.3448532258942,111.88641432749564,9.357918209813667,0.0023311727039541526,5.358334590017041
44,1,MS,1,blade,LeafElement1,19.87133564,0.00054,3.786169413,23.16570091,0.000294284,False,0.018,0,9.155368231006975,0.3001335999097737,0.7250512321409334,0.0009973642781241365,6.7963041932818005,0.8302606841033001,88.10680977398964,0.0008303979592286698,21.05213809493434,0.8722192338516866,0.0016919330267141988,0.7375183413395338,0.001114209079535292,1.6114295082179346,1,1.0796791491386706,0.7250512321409334,3.8763703709222406,66.420854728264,0.9004007997293211,1.7297807767661442,15.66604654364999,0.8810392983254427,1.0615440207328412e-09,1.8904685676667493e-06,66.27895366090517,940.7833374887106,48.946084952395445,10.861440192109399,0.009977489084676334,54.52310099571734
44,1,MS,1,sheath,StemElement,8.848444907,0.0003,2.427448818,21.23613892,0.000174251,False,0.01,0,4.5210787803427515,0.15856493411464176,0.5773975579337397,0.0008006341753885423,3.6250763304311495,0.1966984786667491,40.722719248629154,0.00019623907797654576,5.550661344562765,0.3311143724340049,0.00019264993932868748,0.33268819241497244,0.00042298538398531795,0.663995214788306,1,0.4098768425669579,0.5773975579337397,3.7647001088423964,28.324580928011876,0.8562506442190655,0.6120643810863172,3.210832322144791,0.33446751848743883,2.114196116043873e-08,3.416398186691168e-05,28.230727369075016,415.7950728984068,33.445896205455035,10.431655666164893,0.00378773798311833,29.574726539345328
44,1,MS,2,blade,LeafElement1,22.29030994,0.0006,3.993902098,23.3512056,0.00028853,False,0.02,0,10.074936917619377,0.329825508250697,0.7047156984877069,0.0010307977203448386,7.599829711910133,0.9217868779265301,98.69391009791215,0.0009220156999334673,23.15312325715752,0.9020848865929949,0.002095776937543381,0.8313196230528863,0.00115236057233594,1.7355002865834246,1,1.1166483069403226,0.7047156984877069,3.907830224314373,66.36865521071016,0.890528872276882,1.7725597847870294,17.46480781286151,0.9112068540064376,1.0509868573316572e-09,1.8793409848226843e-06,66.23246197075393,940.1650841603638,45.559842757221965,10.826843187295308,0.010319127032144269,60.53190948667236
44,1,MS,2,sheath,StemElement,0.0,0.00036,0.0,0.0,1.26e-06,False,0.012,0,4.136162292289108,0.16728496152475517,5.216658511394907,0.0,3.8814285370053465,0.0,40.66891686975521,0.0,0.0,0.0,0.0,0.08151285118084053,0.0,0.08151285118084053,1,0.0,5.216658511394907,3.4470630103834217,0.0,0.7527823268613982,-0.18492036622853394,-1.435769876294966,0.0,0.015,21.815288961617707,0,0,0,9.38961677027523,0.0,33.73187654358017
44,1,MS,3,blade,LeafElement1,25.66746675,0.00066,3.990896526,23.23422148,0.000229007,False,0.022,0,10.362501029345152,0.34862516240023905,0.6579229373938181,0.0009422926725610322,8.258997441799544,0.8511851905446545,105.49521147453198,0.0008509636900746243,21.1609064088621,0.7154472415733913,0.0021376601254270346,0.890347597784518,0.0009139432407296821,1.6079324994833364,1,0.8856196549067944,0.6579229373938181,3.8912126502964535,55.71393974474102,0.8557163077096778,1.3304692991419618,16.194394889598748,0.7226829562882371,1.7545775889874294e-09,3.092218695328572e-06,55.591926280507195,797.2094257816245,32.84881733578473,10.582979087902489,0.008184154011917908,65.76435561400184
44,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,4.805081244318384,0.19516578844554755,6.488901120234748,0.0,4.527721810845928,0.0,47.29122921428229,0.0,0.0,0.0,0.0,0.094934117583522,0.0,0.094934117583522,1,0.0,6.488901120234748,3.4466213435927635,0.0,0.7527823268613977,-0.21626541123080495,-1.6749773240751433,0.0,0.015,21.77252634044594,0,0,0,9.372854264515567,0.0,39.33280305516431
44,1,MS,4,blade,LeafElement1,9.759163,7.56e-05,3.310222844,21.51918535,8.51e-05,True,0.002347696,0,0.8795223770428698,0.009867852363594679,0.035044911024797926,0.00026828328124980444,0.29941423807467865,0.1027625109046544,8.486016885873712,0.00010276271144614207,2.98981717668,0.22051832038346117,2.4954585683265675e-05,0.07051865985274046,0.00028169996402439997,0.2910619348218849,1,0.2729699327141631,0.035044911024797926,1.4903489073606089,63.03116574833468,0.22697318035815228,0.45534037119955423,1.7715656600674077,0.22274880289601745,1.6287428947847286e-09,2.46026109965477e-06,62.893640586547384,895.6212109580594,94.8784587804862,9.716183783566988,0.0025225591568320558,6.578936615117549
48,1,MS,1,blade,LeafElement1,0.0,0.00054,0.348202757,15.6158447,0.000294284,False,0.018,0,6.990748301665294,0.24369448115228784,0.6747094099046006,0.37121816949065284,7.2358767102594745,0.0025929928326718556,66.08190916492269,-0.00010609151451587947,0.0,0.0,0.00015197037188384682,0.40818827000207547,0.000102470500140988,0.40834024037395933,1,0.22664953237625823,0.6747094099046006,4.247725357855045,0.20743942661374848,0.7310834434568635,0.24609213226202115,1.4071330729985816,0.10390782794371431,1.4647663455226385e-06,0.0022325483177258426,0,0,0,9.855765657190926,0.001005022909949998,52.79805358335334
48,1,MS,1,sheath,StemElement,0.0,0.0003,0.336519478,15.29560161,0.000174251,False,0.01,0,3.799544012526171,0.12882932441501443,0.5550104908405378,0.21266931042650603,3.8657710809301955,0.0006143086824205295,35.68432074890962,-3.45840159454984e-05,0.0,0.0,1.868609781239831e-05,0.2146182799402704,5.8638855560978e-05,0.2146369660380828,1,0.12970044230962477,0.5550104908405378,4.119339916646493,0.08846045026855626,0.6956783518410781,0.10924209987320178,0.31143496353997185,0.0594613679650541,2.3132702983771402e-05,0.034682065855806916,0,0,0,9.77096324440804,0.0005751254572871795,29.093886522027795
48,1,MS,2,blade,LeafElement1,0.0,0.0006,0.349873384,15.6616609,0.00028853,False,0.02,0,7.7466033811687245,0.26759059168334615,0.6505605135717497,0.36575200437313654,8.084998758807343,0.0028788404588784336,73.69822076048762,-0.0001161970886135722,0.0,0.0,0.0001978802589777669,0.4551436193058698,0.00010094896748552,0.45534149956484754,1,0.22328412804640185,0.6505605135717497,4.276403154664136,0.2072765130392472,0.7224945975450346,0.2525555403281359,1.6490021581480576,0.10236495313430491,1.2485010931410929e-06,0.0019070103977175052,0,0,0,9.84536593963017,0.000990099832821669,58.68874499711892
48,1,MS,2,sheath,StemElement,0.0,0.00036,0.0,0.0,1.26e-06,False,0.012,0,4.258997935602751,0.13478741230181404,6.011144046192263,0.0,4.163434799082359,0.0,42.00928519561597,0.0,0.0,0.0,0.0,0.08427046249341678,0.0,0.08427046249341678,1,0.0,6.011144046192263,3.7718949952422247,0.0,0.6065433553581632,-0.053605383670144925,-0.10236377464120455,0.0,0.015,22.238185437856153,0,0,0,9.50486102473805,0.0,34.136718448970825
48,1,MS,3,blade,LeafElement1,0.0,0.00066,0.351460663,15.70519722,0.000229007,False,0.022,0,8.38624999193173,0.2823654784232997,0.602535228388685,0.29173594552180204,8.78501948248618,0.0026583459795717287,80.97984007660844,-0.00010399409394501023,0.0,0.0,0.0002261894194195387,0.4958127968741157,8.0486952051641e-05,0.49603898629353527,1,0.17802518793013924,0.602535228388685,4.248467695182,0.1740008277537859,0.6930789015844628,0.19873684925478016,1.713556207723778,0.08161592218237473,1.4809106658978616e-06,0.0022605845299617454,0,0,0,9.783580876639165,0.0007894099341044385,64.31412661727506
48,1,MS,3,sheath,StemElement,0.0,0.00042,0.0,0.0,4.06e-06,False,0.014,0,4.959170418474885,0.1572519810187828,7.345556963534172,0.0,4.856083615254231,0.0,48.98105316454217,0.0,0.0,0.0,0.0,0.09824365322066914,0.0,0.09824365322066914,1,0.0,7.00263249455647,3.770972247922268,0.0,0.6065433553581622,-0.06464164516202937,-0.12908349117815254,0.0,0.015,22.230235827778944,0,0,0,9.497215070148389,0.0,39.81525403372912
48,1,MS,4,blade,LeafElement1,0.0,8.96e-05,0.352857756,15.74352194,0.000100798,True,0.002782024,0,1.0102215174407836,0.008598640115304963,0.28356785485270536,0.1287773255502408,0.390549492387955,0.0003209369777954391,9.78090095247843,-1.7780300183652562e-05,0.0,0.0,0.0,0.056463563769019044,3.556735608928801e-05,0.056463563769019044,1,0.07866971093539604,0.28356785485270536,1.64133693687676,0.16611979193041912,0.16690243011076397,0.06281604430991614,-0.031363780780340016,0.03606625040234651,0.015,22.294043489864077,0,0,0,9.594491743379432,0.00034884193662470153,7.800771009828738
